position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President,Teodoro Obiang,Q57385,1979-08-03,,male,1942-06-05,,"Teodoro Obiang detail, 1650FRP051.jpg",Teodoro Obiang Nguema Mbasogo
Vice-President,Teodoro Nguema,Q477201,2012-05-21,,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Vice-President,Ignacio Milam Tang,Q57898,2012-05-21,2016-06-22,male,1940-06-20,,,Ignacio Milam Tang
Prime Minister,Ángel Serafín Seriche Dougan,Q251902,1996-04-11,2001-03-04,male,1946,,,Ángel Serafín Seriche Dougan
Prime Minister,Cándido Muatetema Rivas,Q1149802,2001-03-04,2004-06-14,male,1960-02-20,2014-06-16,,Cándido Muatetema Rivas
Prime Minister,Miguel Abia Biteo Boricó,Q1353126,2004-06-14,2006-08-14,male,1961-01-11,2012-12-06,,Miguel Abia Biteo Boricó
Prime Minister,Ricardo Mangue Obama Nfubea,Q602837,2006-08-14,2008-07-08,male,1961,,Ricardo Mangue Obama Nfubea.jpg,Ricardo Mangue Obama Nfubea
Prime Minister,Ignacio Milam Tang,Q57898,2008-07-08,2012-05-21,male,1940-06-20,,,Ignacio Milam Tang
Prime Minister,Vicente Ehate Tomi,Q2201806,2012-05-21,2016-06-22,male,1968,,,Vicente Ehate Tomi
Prime Minister,Francisco Pascual Obama Asue,Q24761111,2016-06-22,,male,1949-04-21,,,Francisco Pascual Obama Asue
Vice-Prime Minister,Miguel Oyono Ndong Mifumu,Q108426370,1999-07-22,2001-02-26,male,,,,
Vice-Prime Minister,Demetrio Elo Ndong Nsefumu,Q112128517,1999-07-22,2001-02-26,male,,,,
Vice-Prime Minister,Ignacio Milam Tang,Q57898,2001-02-26,2001-03-09,male,1940-06-20,,,Ignacio Milam Tang
Vice-Prime Minister,Ignacio Milam Tang,Q57898,2001-03-09,2003-02-11,male,1940-06-20,,,Ignacio Milam Tang
Vice-Prime Minister,Demetrio Elo Ndong Nsefumu,Q112128517,2003-02-11,2004-06-15,male,,,,
Vice-Prime Minister,Jeremias Ondo Ngomo,Q112162989,2003-02-11,2004-06-15,,,,,
Vice-Prime Minister,Marcelino Oyono Ntutumu,Q112128490,2004-06-15,2006-08-22,male,,,,
Vice-Prime Minister,Ricardo Mangue Obama Nfubea,Q602837,2004-06-15,2006-08-22,male,1961,,Ricardo Mangue Obama Nfubea.jpg,Ricardo Mangue Obama Nfubea
Vice-Prime Minister,Demetrio Elo Ndong Nsefumu,Q112128517,2006-08-22,2011-02-19,male,,,,
Vice-Prime Minister,Aniceto Ebiaka Moete,Q112128556,2006-08-22,2008-07-15,male,,,,
Vice-Prime Minister,Salomón Nguema Owono,Q112128523,2008-07-15,2011-01-28,male,,,,
Vice-Prime Minister,Aniceto Ebiaka Moete,Q112128556,2008-07-15,2012-05-22,male,,,,
Vice-Prime Minister,Salomón Nguema Owono,Q112128523,2011-01-28,2012-05-22,male,,,,
Vice-Prime Minister,Demetrio Elo Ndong Nsefumu,Q112128517,2011-02-19,2012-05-22,male,,,,
Vice-Prime Minister,Alfonso Nsue Mokuy,Q112128551,2012-05-22,2015-04-15,male,,,,
Vice-Prime Minister,Clemente Engonga Nguema Andeme,Q112162972,2012-05-22,2019-04-10,,,,,
Vice-Prime Minister,Lucas Nguema Esono Mbang,Q112128541,2013-09-04,2015-04-15,male,,,,
Vice-Prime Minister,Alfonso Nsue Mokuy,Q112128551,2015-04-15,2019-12-31,male,,,,
Vice-Prime Minister,Francisco Pascual Obama Asue,Q24761111,2015-04-15,2016-06-24,male,1949-04-21,,,Francisco Pascual Obama Asue
Vice-Prime Minister,Angel Masie Mibuy,Q112128540,2016-06-24,2019-12-31,male,,,,
Vice-Prime Minister,Teodoro Nguema,Q477201,2016-06-24,2019-12-31,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Administrative Coordination,Antonio Martin Ndong Ntutumu,Q112162962,2004-06-15,2006-08-22,,,,,
Minister of Administrative Coordination,Fortunato Ofa Mbo Nchama,Q112128545,2006-08-22,2008-07-15,male,,,,
Minister of Administrative Coordination,Vicente Ehate Tomi,Q2201806,2008-07-15,2010-01-12,male,1968,,,Vicente Ehate Tomi
Minister of Administrative Coordination,Mauricio Bokung Asumu,Q112128491,2010-01-12,2011-01-28,male,,,,
Minister of Administrative Coordination,Vicente Ehate Tomi,Q2201806,2011-01-28,2012-05-22,male,1968,,,Vicente Ehate Tomi
Minister of Agriculture,Gregorio Boho Camo,Q112162987,2001-03-09,2003-02-11,,,,,
Minister of Agriculture,Francisco Pascual Obama Asue,Q24761111,2003-02-11,2004-06-15,male,1949-04-21,,,Francisco Pascual Obama Asue
Minister of Agriculture,Teodoro Nguema,Q477201,2004-06-15,2012-05-22,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Agriculture,Miguel Oyono Ndong Mifumu,Q108426370,2012-05-22,2013-09-04,male,,,,
Minister of Agriculture,Alfredo Mitogo Mitogo,Q112133375,2013-09-04,2015-04-15,male,,,,
Minister of Agriculture,Francisco Mba Olo Bahamonde,Q112128550,2015-04-15,2019-12-31,male,,,,
Minister of Agriculture,Víctor Grange Meile,Q112163021,2016-06-24,2018-02-06,,,,,
Minister of Agriculture,Nicolás Houtonji Acapo,Q112163009,2018-02-06,2019-12-31,,,,,
Minister of Budget,Marcelino Owono Edu,Q29122413,2003-02-11,2004-06-15,male,1963,,,
Minister of Civil Aviation,Fausto Abeso Fuma,Q5438322,2016-06-24,2018-02-06,male,,,Vladimir Putin with Fausto Abeso Fuma.jpg,Fausto Abeso Fuma
Minister of Civil Aviation,Leandro Miko Angue,Q112162996,2018-02-06,2019-12-31,,,,,
Minister of Civil Aviation,Norborto-Bartolomé Mensuy Mañe Andeme,Q112175227,2020,,,,,,
Minister of Civil Cabinet,Braulio Ncogo Abegue,Q112162969,2008-07-15,2016-06-24,,,,,
Minister of Civil Service and Administrative Reform,Fernando Mbale Mba,Q112162983,1998-01-23,2001-03-09,,,,,
Minister of Civil Service and Administrative Reform,Vicente Ehate Tomi,Q2201806,2006-08-22,2008-07-15,male,1968,,,Vicente Ehate Tomi
Minister of Control and Prevention of HIV - AIDS and Sexually Transmitted Diseases,Tomas Mecheba Fernandez Galllea,Q112133279,2013-09-04,2016-06-24,male,,,,
Minister of Culture,Guillermina Mekuy,Q24685671,2016-06-24,2018-02-06,female,1982-06-25,,Guillermina Mekuy.jpg,
Minister of Culture,Rufino Ndong Esono Nchama,Q112163013,2018-02-06,2019-12-31,,,,,
Minister of Defence,Teodoro Obiang,Q57385,1993-12-22,2004-06-15,male,1942-06-05,,"Teodoro Obiang detail, 1650FRP051.jpg",Teodoro Obiang Nguema Mbasogo
Minister of Defence,Antonio Mba Nguema,Q63731266,2004-06-15,2016-06-24,male,1952-11-17,2019-05-05,,
Minister of Defence,Vicente Eya Olomo,Q112163019,2016-06-24,2017-05-30,,,,,
Minister of Defence,Alejandro Bacale Ncogo,Q112162957,2018-02-06,2019-12-31,,,,,
Minister of Economy,Miguel Abia Biteo Boricó,Q1353126,1999-07-22,2001-03-09,male,1961-01-11,2012-12-06,,Miguel Abia Biteo Boricó
Minister of Economy,Baltasar Engonga Edjo,Q112162967,2001-03-09,2004-06-15,,,,,
Minister of Economy,Jaime Ela Ndong,Q112128530,2004-06-15,2008-07-15,male,,,,
Minister of Economy,Pedro Ondo Nguema Okomo,Q112133267,2008-07-15,2011-01-28,,,,,
Minister of Economy,Aniceto Ebiaka Moete,Q112128556,2010,2012,male,,,,
Minister of Economy,Francisca Tatchoup Belope,Q112133405,2011-01-28,2012-05-22,female,,,,
Minister of Economy,Celestino Bonifacio Bacale,Q5057941,2012-05-22,2013-09-04,male,1957-09-24,2021-03-03,Celestino Bacale.jpg,Celestino Bonifacio Bacalé
Minister of Economy,Conrado Okenve Ndoho,Q112133387,2013-09-04,2015-04-15,,,,,
Minister of Economy,Eucario Bakale Angüe,Q112133244,2015-04-15,2018-02-06,male,,,,
Minister of Education,Santiago Ngua Nfumu Eyang,Q112128487,1998-01-23,2001-03-09,male,,,,
Minister of Education,Antonio Fernando Nve Ngu,Q112128529,2001-03-09,2003-02-11,male,,,,
Minister of Education,Antonio Fernando Nve Ngu,Q112128529,2003-02-11,2004-06-15,male,,,,
Minister of Education,Cristóbal Meñana Ela,Q112128524,2004-06-15,2008-07-15,male,,,,
Minister of Education,Anselmo Ondo Eseno,Q112162961,2008-07-15,2010-01-12,,,,,
Minister of Education,Filiberto Ntutumu Nguema,Q45320454,2010-01-12,2011-01-28,male,,,,
Minister of Education,Joaquín Mbana Nchama,Q112162990,2011-01-28,2012-05-22,,,,,
Minister of Education,Maria del Carmen Ekoro,Q112162998,2012-05-22,2013-09-04,,,,,
Minister of Education,Jesus Engonga Ndong Eyono,Q112133418,2015-04-15,2018-02-06,,,,,
Minister of Education,Jesus Engonga Ndong Eyono,Q112133418,2018-02-06,2019-04-10,,,,,
Minister of Education,Clemente Engonga Nguema Andeme,Q112162972,2019-04-10,,,,,,
Minister of External Security,Juan Antonio Bibang Nchuchuma,Q112133252,2018-02-06,2019-12-31,,,,,
Minister of Finance,Marcelino Owono Edu,Q29122413,2004-06-15,2008-07-15,male,1963,,,
Minister of Finance,Estanislao Don Malavo,Q112162980,2008-07-15,2010-01-12,,,,,
Minister of Finance,Melchor Esono Edjo,Q112133263,2010-01-12,2012-05-22,male,,,,
Minister of Finance,Marcelino Owono Edu,Q29122413,2012-05-22,2015-04-15,male,1963,,,
Minister of Finance,Miguel Engonga Obiang Eyang,Q112163003,2015-04-15,2018-02-06,,,,,
Minister of Finance,Lucas Abaga Nchama,Q17711819,2018-02-06,2019-04-10,male,1961-03-04,,,
Minister of Finance,César Augusto Mba Abogo,Q112162976,2019-04-10,2019-12-31,,,,,
Minister of Fisheries,Fortunato Ofa Mbo Nchama,Q112128545,2003-02-11,2006-08-22,male,,,,
Minister of Fisheries,Vicente Rodriguez Siosa,Q112133280,2006-08-22,2008-07-15,male,,,,
Minister of Fisheries,Anastasio Asumu Mum Muñoz,Q112133227,2008-07-15,2012-05-22,male,,,,
Minister of Fisheries,Cresencio Tamarite Castaño,Q112133772,2012-05-22,2015-04-15,male,,,,
Minister of Fisheries,Estanislao Don Malavo,Q112162980,2015-04-15,2016-06-24,,,,,
Minister of Fisheries,Estanislao Don Malavo,Q112162980,2016-06-24,2018-02-06,,,,,
Minister of Fisheries,Adoracion Salas Chonco,Q112133372,2018-02-06,2019-12-31,female,,,,
Minister of Foreign Affairs,Santiago Nchama,Q17198388,1999-07-22,2001-03-09,male,1949,2020-07-08,,Santiago Nsobeya
Minister of Foreign Affairs,Santiago Nchama,Q17198388,2001-03-09,2003-02-11,male,1949,2020-07-08,,Santiago Nsobeya
Minister of Foreign Affairs,Pastor Micha Ondó Bile,Q58151,2003-02-11,2012-05-22,male,1952,,,Pastor Micha Ondó Bile
Minister of Foreign Affairs,Agapito Mba Mokuy,Q24574730,2012-05-22,2018-02-06,male,1965-03-10,,Agapito Mba Mokuy.png,
Minister of Foreign Affairs,Simeón Oyono Esono,Q55098190,2018-02-06,2019-12-31,male,1967-02-18,,Simeón Oyono Esono Angué.jpg,
Minister of Forests,Teodoro Nguema,Q477201,1999-07-22,2003-02-11,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Forests,Francisco Mba Olo Bahamonde,Q112128550,2016-06-24,2018-02-06,male,,,,
Minister of Health,Juan Antonio Ntutumu,Q112162993,1999-07-22,2001-03-09,,,,,
Minister of Health,Marcelino Nguema Onguene,Q55104853,2001-03-09,2003-02-11,male,,,,
Minister of Health,Justino Obama Nve,Q112162995,2003-02-11,2006-08-22,,,,,
Minister of Health,Antonio Martin Ndong Ntutumu,Q112162962,2006-08-22,2008-07-15,,,,,
Minister of Health,Francisco Pascual Obama Asue,Q24761111,2008-07-15,2011-01-28,male,1949-04-21,,,Francisco Pascual Obama Asue
Minister of Health,Tomas Mecheba Fernandez Galllea,Q112133279,2012-05-22,2013-09-04,male,,,,
Minister of Health,Diosdado Vicente Nsue Milang,Q112054486,2013-09-04,2016-06-24,male,,,,
Minister of Health,Salomón Nguema Owono,Q112128523,2016-06-24,2019-12-31,male,,,,
Minister of Industry,Constantino Ekong Zue,Q112162973,1999-07-22,2003-02-11,,,,,
Minister of Industry,Carmelo Modu Acusé Bindang,Q112162970,2003-02-11,2004-06-15,,,,,
Minister of Industry,Eugenio Edu Ndong,Q112162981,2016-06-24,2018-02-06,,,,,
Minister of Industry,Miguel Ekua Ondo,Q112163002,2018-02-06,2019-12-31,,,,,
Minister of Information,Lucas Nguema Esono Mbang,Q112128541,1999-07-22,2003-02-11,male,,,,
Minister of Information,Agustín Nze Nfumu,Q36908601,2003-02-11,2004-06-15,male,1949-05-18,,Agustín NZE NFUMU.jpg,
Minister of Information,Alfonso Nsue Mokuy,Q112128551,2004-06-15,2006-08-22,male,,,,
Minister of Information,Santiago Nchama,Q17198388,2006,2008,male,1949,2020-07-08,,Santiago Nsobeya
Minister of Information,Jeronimo Osa Osa Ecoro,Q3177434,2008-07-15,2012-05-22,male,1963-11,,,
Minister of Information,Agustín Nze Nfumu,Q36908601,2012-05-22,2013-09-04,male,1949-05-18,,Agustín NZE NFUMU.jpg,
Minister of Information,Teobaldo Nchaso Matomba,Q112163017,2013-09-04,2015-04-15,,,,,
Minister of Information,Eugenio Nse Obiang,Q112133750,2015-04-15,2020,male,,,,
Minister of Information,Virgilio Seriche Riloha,Q112175249,2020,,,,,,
Minister of Infrastructure and Forests,Teodoro Nguema,Q477201,2003-02-11,2004-06-15,male,1968-06-25,,,Teodoro Nguema Obiang Mangue
Minister of Interior,Clemente Engonga Nguema Andeme,Q112162972,2001-03-09,2012-05-22,,,,,
Minister of Interior,Faustino Ndong Esono Eyang,Q112162982,2019-04-10,2019-12-31,,,,,
Minister of Justice,Ruben Mye Nsue,Q112163012,1998-01-23,2004-06-15,,,,,
Minister of Justice,Angel Masie Mibuy,Q112128540,2004-06-15,2006-08-22,male,,,,
Minister of Justice,Mauricio Bokung Asumu,Q112128491,2006-08-22,2008-07-15,male,,,,
Minister of Justice,Salvador Ondo Nkumu,Q112163016,2008-07-15,2011-01-28,,,,,
Minister of Justice,Francisco Javier Ngomo Mbengono,Q112162986,2011-01-28,2013-09-04,,,,,
Minister of Justice,Evangelina Oyo Ebule,Q42907516,2013-09-04,2018-02-06,female,,,,Evangelina Oyo Ebule
Minister of Justice,Salvador Ondo Nkumu,Q112163016,2018-02-06,2020-01-17,,,,,
Minister of Labour,Ricardo Mangue Obama Nfubea,Q602837,1999-07-22,2003-02-11,male,1961,,Ricardo Mangue Obama Nfubea.jpg,Ricardo Mangue Obama Nfubea
Minister of Labour,Miguel Eyanga Jobe Malango,Q112163004,2003-02-11,2004-06-15,,,,,
Minister of Labour,Enrique Mercader Costa,Q112133587,2004-06-15,2006-06-15,male,,,,
Minister of Labour,Demetrio Elo Ndong Nsefumu,Q112128517,2006-06-15,2006-08-22,male,,,,
Minister of Labour,Evangelina Oyo Ebule,Q42907516,2006-08-22,2008-07-15,female,,,,Evangelina Oyo Ebule
Minister of Labour,Mauricio Bokung Asumu,Q112128491,2008-07-15,2010-01-12,male,,,,
Minister of Labour,Estanislao Don Malavo,Q112162980,2010-01-12,2012-05-22,,,,,
Minister of Labour,Miguel Abia Biteo Boricó,Q1353126,2012-05-22,2012-12-06,male,1961-01-11,2012-12-06,,Miguel Abia Biteo Boricó
Minister of Labour,Heriberto Meko Mbengono,Q112133249,2013-01-30,2016-06-24,male,,,,
Minister of Labour,Ángel Borico Moisés,Q112163023,2016-06-24,2018-02-06,,,,,
Minister of Labour,Celestino Bonifacio Bacale,Q5057941,2018-02-06,2019-12-31,male,1957-09-24,2021-03-03,Celestino Bacale.jpg,Celestino Bonifacio Bacalé
Minister of Mines,Cristóbal Meñana Ela,Q112128524,1999-07-22,2004-06-15,male,,,,
Minister of Mines,Atanasio Ela Ntugu Nsa,Q112128507,2004-06-15,2008-07-15,male,,,,
Minister of Mines,Marcelino Owono Edu,Q29122413,2008-07-15,2012-05-22,male,1963,,,
Minister of Mines,Gabriel Mbega,Q45042829,2012-05-22,2016-06-24,male,1972,,,Gabriel Mbaga Obiang Lima
Minister of Mines,Gabriel Mbega,Q45042829,2016-06-24,2019-12-31,male,1972,,,Gabriel Mbaga Obiang Lima
Minister of Missions,Alejandro Evuna Owono Asangono,Q112162958,1989-11-25,2019-12-31,,,,,
Minister of National Security,Manuel Nguema Mba,Q112162997,2004-06-15,2009-02-24,,,,,
Minister of National Security,Nicolas Obama Nchama,Q112163007,2009-02-24,2019-12-31,,,,,
Minister of Parliament Relations,Antonio Fernando Nve Ngu,Q112128529,1999-07-22,2001-03-09,male,,,,
Minister of Parliament Relations,Miguel Abia Biteo Boricó,Q1353126,2001-03-09,2004-06-15,male,1961-01-11,2012-12-06,,Miguel Abia Biteo Boricó
Minister of Planning,Fortunato Ofa Mbo Nchama,Q112128545,1999-07-22,2003-02-11,male,,,,
Minister of Planning,Antonio Nve Nseng,Q112162963,2003-02-11,2004-06-15,,,,,
Minister of Planning,Carmelo Modu Acusé Bindang,Q112162970,2004-06-15,2006-08-22,,,,,
Minister of Planning,Ela Obiang,Q112175167,2006,2008,,,,,
Minister of Planning,José Ela Oyana,Q112162991,2006-08-22,2012-05-22,,,,,
Minister of Planning,Conrado Okenve Ndoho,Q112133387,2012-05-22,2013-09-04,,,,,
Minister of Political and Administrative Affairs,Carmelo Modu Acusé Bindang,Q112162970,2006-08-22,2008-07-15,,,,,
